Calendar Year,Scenario,Fuel Type,Output, Value 
2041,Dispatchable Dominant,Storage - Battery,Capacity End Year (MW), 220 
2041,Dispatchable Dominant,Wind,Capacity End Year (MW)," 3,407 "
2022,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,756 "
2022,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 5,197 "
2022,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2022,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2022,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2022,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW),
2022,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2022,First Mover Advantage,Other,Capacity End Year (MW), 443 
2022,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,337 "
2022,First Mover Advantage,Solar,Capacity End Year (MW)," 1,328 "
2022,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 70 
2022,First Mover Advantage,Wind,Capacity End Year (MW)," 3,687 "
2023,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,656 "
2023,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 5,231 "
2023,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2023,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2023,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2023,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW),
2023,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2023,First Mover Advantage,Other,Capacity End Year (MW), 443 
2023,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,337 "
2023,First Mover Advantage,Solar,Capacity End Year (MW)," 1,772 "
2023,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 90 
2023,First Mover Advantage,Wind,Capacity End Year (MW)," 3,800 "
2024,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2024,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,082 "
2024,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2024,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2024,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2024,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW),
2024,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2024,First Mover Advantage,Other,Capacity End Year (MW), 443 
2024,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2024,First Mover Advantage,Solar,Capacity End Year (MW)," 1,772 "
2024,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 110 
2024,First Mover Advantage,Wind,Capacity End Year (MW)," 3,800 "
2025,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2025,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,172 "
2025,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,710 "
2025,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2025,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2025,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW),
2025,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2025,First Mover Advantage,Other,Capacity End Year (MW), 443 
2025,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2025,First Mover Advantage,Solar,Capacity End Year (MW)," 1,972 "
2025,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 130 
2025,First Mover Advantage,Wind,Capacity End Year (MW)," 3,800 "
2026,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2026,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,217 "
2026,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 2,930 "
2026,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2026,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2026,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW), 377 
2026,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2026,First Mover Advantage,Other,Capacity End Year (MW), 443 
2026,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2026,First Mover Advantage,Solar,Capacity End Year (MW)," 2,172 "
2026,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 150 
2026,First Mover Advantage,Wind,Capacity End Year (MW)," 3,800 "
2027,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2027,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,307 "
2027,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 2,930 "
2027,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2027,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2027,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,131 "
2027,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2027,First Mover Advantage,Other,Capacity End Year (MW), 443 
2027,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2027,First Mover Advantage,Solar,Capacity End Year (MW)," 2,372 "
2027,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 170 
2027,First Mover Advantage,Wind,Capacity End Year (MW)," 4,150 "
2028,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2028,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,352 "
2028,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 1,729 "
2028,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2028,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2028,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,131 "
2028,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2028,First Mover Advantage,Other,Capacity End Year (MW), 443 
2028,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2028,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2028,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 190 
2028,First Mover Advantage,Wind,Capacity End Year (MW)," 4,750 "
2029,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2029,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,442 "
2029,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2029,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2029,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2029,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,131 "
2029,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW),
2029,First Mover Advantage,Other,Capacity End Year (MW), 443 
2029,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2029,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2029,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 210 
2029,First Mover Advantage,Wind,Capacity End Year (MW)," 5,350 "
2030,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2030,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,532 "
2030,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2030,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2030,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2030,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,131 "
2030,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW), 420 
2030,First Mover Advantage,Other,Capacity End Year (MW), 443 
2030,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,331 "
2030,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2030,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 230 
2030,First Mover Advantage,Wind,Capacity End Year (MW)," 5,950 "
2031,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2031,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,622 "
2031,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2031,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2031,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2031,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,131 "
2031,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW), 841 
2031,First Mover Advantage,Other,Capacity End Year (MW), 443 
2031,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2031,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2031,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 250 
2031,First Mover Advantage,Wind,Capacity End Year (MW)," 6,350 "
2032,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2032,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,667 "
2032,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2032,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2032,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2032,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2032,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,389 "
2032,First Mover Advantage,Other,Capacity End Year (MW), 443 
2032,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2032,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2032,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 270 
2032,First Mover Advantage,Wind,Capacity End Year (MW)," 6,591 "
2033,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2033,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,667 "
2033,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2033,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2033,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2033,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2033,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,389 "
2033,First Mover Advantage,Other,Capacity End Year (MW), 443 
2033,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2033,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2033,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 290 
2033,First Mover Advantage,Wind,Capacity End Year (MW)," 6,818 "
2034,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2034,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2034,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2034,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2034,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2034,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2034,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,599 "
2034,First Mover Advantage,Other,Capacity End Year (MW), 443 
2034,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2034,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2034,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 310 
2034,First Mover Advantage,Wind,Capacity End Year (MW)," 6,922 "
2035,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2035,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2035,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2035,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2035,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2035,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2035,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,599 "
2035,First Mover Advantage,Other,Capacity End Year (MW), 443 
2035,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2035,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2035,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 330 
2035,First Mover Advantage,Wind,Capacity End Year (MW)," 6,922 "
2036,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2036,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2036,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2036,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2036,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2036,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2036,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,599 "
2036,First Mover Advantage,Other,Capacity End Year (MW), 443 
2036,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2036,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2036,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 350 
2036,First Mover Advantage,Wind,Capacity End Year (MW)," 6,922 "
2037,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2037,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2037,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2037,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2037,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2037,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2037,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,831 "
2037,First Mover Advantage,Other,Capacity End Year (MW), 443 
2037,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,278 "
2037,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2037,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 350 
2037,First Mover Advantage,Wind,Capacity End Year (MW)," 6,727 "
2038,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2038,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2038,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2038,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2038,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2038,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2038,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,064 "
2038,First Mover Advantage,Other,Capacity End Year (MW), 443 
2038,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,230 "
2038,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2038,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 330 
2038,First Mover Advantage,Wind,Capacity End Year (MW)," 6,727 "
2039,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2039,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2039,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2039,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2039,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2039,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2039,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,297 "
2039,First Mover Advantage,Other,Capacity End Year (MW), 443 
2039,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,180 "
2039,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2039,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 310 
2039,First Mover Advantage,Wind,Capacity End Year (MW)," 6,661 "
2040,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2040,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2040,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2040,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2040,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2040,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,508 "
2040,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,297 "
2040,First Mover Advantage,Other,Capacity End Year (MW), 443 
2040,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,180 "
2040,First Mover Advantage,Solar,Capacity End Year (MW)," 2,572 "
2040,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 240 
2040,First Mover Advantage,Wind,Capacity End Year (MW)," 6,527 "
2041,First Mover Advantage,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2041,First Mover Advantage,Cogeneration,Capacity End Year (MW)," 6,712 "
2041,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2041,First Mover Advantage,Hydroelectric,Capacity End Year (MW), 894 
2041,First Mover Advantage,Net Imports,Capacity End Year (MW), -   
2041,First Mover Advantage,Combined-Cycle with CCUS,Capacity End Year (MW)," 1,885 "
2041,First Mover Advantage,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,297 "
2041,First Mover Advantage,Other,Capacity End Year (MW), 443 
2041,First Mover Advantage,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,109 "
2041,First Mover Advantage,Solar,Capacity End Year (MW)," 2,534 "
2041,First Mover Advantage,Storage - Battery,Capacity End Year (MW), 220 
2041,First Mover Advantage,Wind,Capacity End Year (MW)," 6,357 "
2022,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,756 "
2022,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 5,197 "
2022,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2022,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2022,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2022,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2022,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 70 
2022,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2022,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2022,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2022,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,337 "
2022,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 1,328 "
2022,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 3,687 "
2023,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,656 "
2023,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 5,231 "
2023,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2023,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2023,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2023,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2023,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 70 
2023,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2023,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2023,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2023,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,337 "
2023,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 1,772 "
2023,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 3,780 "
2024,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,656 "
2024,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,082 "
2024,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,865 "
2024,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2024,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2024,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2024,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 120 
2024,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2024,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2024,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2024,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,337 "
2024,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 1,772 "
2024,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 3,780 "
2025,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2025,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,172 "
2025,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 3,710 "
2025,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2025,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2025,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2025,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 170 
2025,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2025,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2025,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2025,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,316 "
2025,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 1,908 "
2025,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 3,780 "
2026,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2026,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,217 "
2026,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 2,930 "
2026,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2026,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2026,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2026,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 170 
2026,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2026,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2026,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2026,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,316 "
2026,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,058 "
2026,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 4,280 "
2027,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2027,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,307 "
2027,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 2,930 "
2027,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2027,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2027,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2027,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 460 
2027,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2027,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2027,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2027,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,316 "
2027,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,058 "
2027,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 4,780 "
2028,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2028,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,352 "
2028,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW)," 1,729 "
2028,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2028,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2028,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2028,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 760 
2028,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW),
2028,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2028,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2028,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,316 "
2028,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,058 "
2028,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 5,380 "
2029,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2029,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,442 "
2029,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2029,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2029,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2029,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2029,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW), 760 
2029,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 150 
2029,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2029,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2029,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,211 "
2029,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,108 "
2029,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 5,980 "
2030,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2030,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,532 "
2030,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2030,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2030,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2030,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2030,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 1,160 "
2030,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 300 
2030,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2030,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2030,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,211 "
