Calendar Year,Scenario,Fuel Type,Output, Value 
2038,Renewables and Storage Rush,Natural Gas Simple-Cycle,Annual Additions (MW),
2038,Renewables and Storage Rush,Solar,Annual Additions (MW),
2038,Renewables and Storage Rush,Wind,Annual Additions (MW), 400 
2039,Renewables and Storage Rush,Natural Gas Combined-Cycle,Annual Additions (MW),
2039,Renewables and Storage Rush,Cogeneration,Annual Additions (MW),
2039,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Annual Additions (MW),
2039,Renewables and Storage Rush,Hydroelectric,Annual Additions (MW),
2039,Renewables and Storage Rush,Net Imports,Annual Additions (MW),
2039,Renewables and Storage Rush,Storage - Compressed Air,Annual Additions (MW), 300 
2039,Renewables and Storage Rush,Storage - Battery,Annual Additions (MW),
2039,Renewables and Storage Rush,Storage - Pumped Hydro,Annual Additions (MW),
2039,Renewables and Storage Rush,Hydrogen Simple Cycle,Annual Additions (MW), 210 
2039,Renewables and Storage Rush,Other,Annual Additions (MW),
2039,Renewables and Storage Rush,Natural Gas Simple-Cycle,Annual Additions (MW),
2039,Renewables and Storage Rush,Solar,Annual Additions (MW), 500 
2039,Renewables and Storage Rush,Wind,Annual Additions (MW), 500 
2040,Renewables and Storage Rush,Natural Gas Combined-Cycle,Annual Additions (MW),
2040,Renewables and Storage Rush,Cogeneration,Annual Additions (MW),
2040,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Annual Additions (MW),
2040,Renewables and Storage Rush,Hydroelectric,Annual Additions (MW),
2040,Renewables and Storage Rush,Net Imports,Annual Additions (MW),
2040,Renewables and Storage Rush,Storage - Compressed Air,Annual Additions (MW),
2040,Renewables and Storage Rush,Storage - Battery,Annual Additions (MW), 51 
2040,Renewables and Storage Rush,Storage - Pumped Hydro,Annual Additions (MW),
2040,Renewables and Storage Rush,Hydrogen Simple Cycle,Annual Additions (MW),
2040,Renewables and Storage Rush,Other,Annual Additions (MW),
2040,Renewables and Storage Rush,Natural Gas Simple-Cycle,Annual Additions (MW),
2040,Renewables and Storage Rush,Solar,Annual Additions (MW), 500 
2040,Renewables and Storage Rush,Wind,Annual Additions (MW),
2041,Renewables and Storage Rush,Natural Gas Combined-Cycle,Annual Additions (MW),
2041,Renewables and Storage Rush,Cogeneration,Annual Additions (MW),
2041,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Annual Additions (MW),
2041,Renewables and Storage Rush,Hydroelectric,Annual Additions (MW),
2041,Renewables and Storage Rush,Net Imports,Annual Additions (MW),
2041,Renewables and Storage Rush,Storage - Compressed Air,Annual Additions (MW),
2041,Renewables and Storage Rush,Storage - Battery,Annual Additions (MW), 400 
2041,Renewables and Storage Rush,Storage - Pumped Hydro,Annual Additions (MW),
2041,Renewables and Storage Rush,Hydrogen Simple Cycle,Annual Additions (MW),
2041,Renewables and Storage Rush,Other,Annual Additions (MW),
2041,Renewables and Storage Rush,Natural Gas Simple-Cycle,Annual Additions (MW),
2041,Renewables and Storage Rush,Solar,Annual Additions (MW), 500 
2041,Renewables and Storage Rush,Wind,Annual Additions (MW),
2022,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2022,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2022,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2022,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2022,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2022,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2022,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2022,Dispatchable Dominant,Other,Annual Retirements (MW),
2022,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2022,Dispatchable Dominant,Solar,Annual Retirements (MW),
2022,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2022,Dispatchable Dominant,Wind,Annual Retirements (MW),
2023,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2023,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2023,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2023,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2023,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2023,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2023,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2023,Dispatchable Dominant,Other,Annual Retirements (MW),
2023,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (159)
2023,Dispatchable Dominant,Solar,Annual Retirements (MW),
2023,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2023,Dispatchable Dominant,Wind,Annual Retirements (MW),
2024,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW), (484)
2024,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2024,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW), (155)
2024,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2024,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2024,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2024,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2024,Dispatchable Dominant,Other,Annual Retirements (MW),
2024,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (107)
2024,Dispatchable Dominant,Solar,Annual Retirements (MW),
2024,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2024,Dispatchable Dominant,Wind,Annual Retirements (MW),
2025,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2025,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2025,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW), (780)
2025,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2025,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2025,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2025,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2025,Dispatchable Dominant,Other,Annual Retirements (MW),
2025,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2025,Dispatchable Dominant,Solar,Annual Retirements (MW),
2025,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2025,Dispatchable Dominant,Wind,Annual Retirements (MW),
2026,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2026,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2026,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2026,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2026,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2026,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2026,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2026,Dispatchable Dominant,Other,Annual Retirements (MW),
2026,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2026,Dispatchable Dominant,Solar,Annual Retirements (MW),
2026,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2026,Dispatchable Dominant,Wind,Annual Retirements (MW),
2027,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2027,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2027,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW)," (1,201)"
2027,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2027,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2027,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2027,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2027,Dispatchable Dominant,Other,Annual Retirements (MW),
2027,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2027,Dispatchable Dominant,Solar,Annual Retirements (MW),
2027,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2027,Dispatchable Dominant,Wind,Annual Retirements (MW),
2028,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2028,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2028,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW), (800)
2028,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2028,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2028,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2028,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2028,Dispatchable Dominant,Other,Annual Retirements (MW),
2028,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2028,Dispatchable Dominant,Solar,Annual Retirements (MW),
2028,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2028,Dispatchable Dominant,Wind,Annual Retirements (MW),
2029,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2029,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2029,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2029,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2029,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2029,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2029,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2029,Dispatchable Dominant,Other,Annual Retirements (MW),
2029,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2029,Dispatchable Dominant,Solar,Annual Retirements (MW),
2029,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2029,Dispatchable Dominant,Wind,Annual Retirements (MW),
2030,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2030,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2030,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2030,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2030,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2030,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2030,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2030,Dispatchable Dominant,Other,Annual Retirements (MW),
2030,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2030,Dispatchable Dominant,Solar,Annual Retirements (MW),
2030,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2030,Dispatchable Dominant,Wind,Annual Retirements (MW),
2031,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2031,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2031,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2031,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2031,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2031,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2031,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2031,Dispatchable Dominant,Other,Annual Retirements (MW),
2031,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2031,Dispatchable Dominant,Solar,Annual Retirements (MW),
2031,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2031,Dispatchable Dominant,Wind,Annual Retirements (MW),
2032,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW), (320)
2032,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2032,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2032,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2032,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2032,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2032,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2032,Dispatchable Dominant,Other,Annual Retirements (MW),
2032,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2032,Dispatchable Dominant,Solar,Annual Retirements (MW),
2032,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2032,Dispatchable Dominant,Wind,Annual Retirements (MW), (59)
2033,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW), (84)
2033,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2033,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2033,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2033,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2033,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2033,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2033,Dispatchable Dominant,Other,Annual Retirements (MW),
2033,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (320)
2033,Dispatchable Dominant,Solar,Annual Retirements (MW),
2033,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2033,Dispatchable Dominant,Wind,Annual Retirements (MW), (73)
2034,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2034,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2034,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2034,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2034,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2034,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2034,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2034,Dispatchable Dominant,Other,Annual Retirements (MW),
2034,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2034,Dispatchable Dominant,Solar,Annual Retirements (MW),
2034,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2034,Dispatchable Dominant,Wind,Annual Retirements (MW), (96)
2035,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2035,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2035,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2035,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2035,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2035,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2035,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2035,Dispatchable Dominant,Other,Annual Retirements (MW),
2035,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2035,Dispatchable Dominant,Solar,Annual Retirements (MW),
2035,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2035,Dispatchable Dominant,Wind,Annual Retirements (MW),
2036,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2036,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2036,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2036,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2036,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2036,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2036,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2036,Dispatchable Dominant,Other,Annual Retirements (MW),
2036,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2036,Dispatchable Dominant,Solar,Annual Retirements (MW),
2036,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2036,Dispatchable Dominant,Wind,Annual Retirements (MW),
2037,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2037,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2037,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW), (929)
2037,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2037,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2037,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2037,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2037,Dispatchable Dominant,Other,Annual Retirements (MW),
2037,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2037,Dispatchable Dominant,Solar,Annual Retirements (MW),
2037,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW),
2037,Dispatchable Dominant,Wind,Annual Retirements (MW), (245)
2038,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2038,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2038,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2038,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2038,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2038,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2038,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2038,Dispatchable Dominant,Other,Annual Retirements (MW),
2038,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (48)
2038,Dispatchable Dominant,Solar,Annual Retirements (MW),
2038,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW), (20)
2038,Dispatchable Dominant,Wind,Annual Retirements (MW),
2039,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2039,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2039,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2039,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2039,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2039,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2039,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2039,Dispatchable Dominant,Other,Annual Retirements (MW),
2039,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (50)
2039,Dispatchable Dominant,Solar,Annual Retirements (MW),
2039,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW), (20)
2039,Dispatchable Dominant,Wind,Annual Retirements (MW), (66)
2040,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW), (868)
2040,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2040,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2040,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2040,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2040,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2040,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2040,Dispatchable Dominant,Other,Annual Retirements (MW),
2040,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW),
2040,Dispatchable Dominant,Solar,Annual Retirements (MW),
2040,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW), (70)
2040,Dispatchable Dominant,Wind,Annual Retirements (MW), (134)
2041,Dispatchable Dominant,Natural Gas Combined-Cycle,Annual Retirements (MW),
2041,Dispatchable Dominant,Cogeneration,Annual Retirements (MW),
2041,Dispatchable Dominant,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2041,Dispatchable Dominant,Hydroelectric,Annual Retirements (MW),
2041,Dispatchable Dominant,Net Imports,Annual Retirements (MW),
2041,Dispatchable Dominant,Combined-Cycle with CCUS,Annual Retirements (MW),
2041,Dispatchable Dominant,Hydrogen Simple Cycle,Annual Retirements (MW),
2041,Dispatchable Dominant,Other,Annual Retirements (MW),
2041,Dispatchable Dominant,Natural Gas Simple-Cycle,Annual Retirements (MW), (71)
2041,Dispatchable Dominant,Solar,Annual Retirements (MW), (38)
2041,Dispatchable Dominant,Storage - Battery,Annual Retirements (MW), (20)
2041,Dispatchable Dominant,Wind,Annual Retirements (MW), (170)
2022,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2022,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2022,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2022,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2022,First Mover Advantage,Net Imports,Annual Retirements (MW),
2022,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2022,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2022,First Mover Advantage,Other,Annual Retirements (MW),
2022,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2022,First Mover Advantage,Solar,Annual Retirements (MW),
2022,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2022,First Mover Advantage,Wind,Annual Retirements (MW),
2023,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW), (240)
2023,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2023,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2023,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2023,First Mover Advantage,Net Imports,Annual Retirements (MW),
2023,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2023,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2023,First Mover Advantage,Other,Annual Retirements (MW),
2023,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW), (6)
2023,First Mover Advantage,Solar,Annual Retirements (MW),
2023,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2023,First Mover Advantage,Wind,Annual Retirements (MW),
2024,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2024,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2024,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW), (155)
2024,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2024,First Mover Advantage,Net Imports,Annual Retirements (MW),
2024,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2024,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2024,First Mover Advantage,Other,Annual Retirements (MW),
2024,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2024,First Mover Advantage,Solar,Annual Retirements (MW),
2024,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2024,First Mover Advantage,Wind,Annual Retirements (MW),
2025,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2025,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2025,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW), (780)
2025,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2025,First Mover Advantage,Net Imports,Annual Retirements (MW),
2025,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2025,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2025,First Mover Advantage,Other,Annual Retirements (MW),
2025,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2025,First Mover Advantage,Solar,Annual Retirements (MW),
2025,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2025,First Mover Advantage,Wind,Annual Retirements (MW),
2026,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2026,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2026,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2026,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2026,First Mover Advantage,Net Imports,Annual Retirements (MW),
2026,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2026,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2026,First Mover Advantage,Other,Annual Retirements (MW),
2026,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2026,First Mover Advantage,Solar,Annual Retirements (MW),
2026,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2026,First Mover Advantage,Wind,Annual Retirements (MW),
2027,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2027,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2027,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW)," (1,201)"
2027,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2027,First Mover Advantage,Net Imports,Annual Retirements (MW),
2027,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2027,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2027,First Mover Advantage,Other,Annual Retirements (MW),
2027,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2027,First Mover Advantage,Solar,Annual Retirements (MW),
2027,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2027,First Mover Advantage,Wind,Annual Retirements (MW),
2028,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2028,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2028,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW), (800)
2028,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2028,First Mover Advantage,Net Imports,Annual Retirements (MW),
2028,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2028,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2028,First Mover Advantage,Other,Annual Retirements (MW),
2028,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2028,First Mover Advantage,Solar,Annual Retirements (MW),
2028,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2028,First Mover Advantage,Wind,Annual Retirements (MW),
2029,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW), (868)
2029,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2029,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2029,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2029,First Mover Advantage,Net Imports,Annual Retirements (MW),
2029,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2029,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2029,First Mover Advantage,Other,Annual Retirements (MW),
2029,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW),
2029,First Mover Advantage,Solar,Annual Retirements (MW),
2029,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2029,First Mover Advantage,Wind,Annual Retirements (MW),
2030,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2030,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2030,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2030,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2030,First Mover Advantage,Net Imports,Annual Retirements (MW),
2030,First Mover Advantage,Combined-Cycle with CCUS,Annual Retirements (MW),
2030,First Mover Advantage,Hydrogen Simple Cycle,Annual Retirements (MW),
2030,First Mover Advantage,Other,Annual Retirements (MW),
2030,First Mover Advantage,Natural Gas Simple-Cycle,Annual Retirements (MW), (53)
2030,First Mover Advantage,Solar,Annual Retirements (MW),
2030,First Mover Advantage,Storage - Battery,Annual Retirements (MW),
2030,First Mover Advantage,Wind,Annual Retirements (MW),
2031,First Mover Advantage,Natural Gas Combined-Cycle,Annual Retirements (MW),
2031,First Mover Advantage,Cogeneration,Annual Retirements (MW),
2031,First Mover Advantage,Coal to Gas - Steam Boiler,Annual Retirements (MW),
2031,First Mover Advantage,Hydroelectric,Annual Retirements (MW),
2031,First Mover Advantage,Net Imports,Annual Retirements (MW),
